Item Title,Item ID,Sold Date,Sold Price,Shipping,Condition,Seller,Format,Item URL
"2008 ""American Silver Eagle"" Uncirculated 1 Oz .999 Fine Silver Bullion BU! 🔰",389699420158,"Mar 18, 2026",$91.38,$5.18,,,Fixed price,https://www.ebay.com/itm/389699420158
2008 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,145663982897,"Feb 13, 2026",$94.70,$0.00,,,Fixed price,https://www.ebay.com/itm/145663982897
2008 $1 1-oz American Silver Eagle BU,134958657465,"Mar 26, 2026",$78.18,$0.00,,,Fixed price,https://www.ebay.com/itm/134958657465
2008 BU American Silver Eagle Dollar Uncirculated ASE US Mint Bullion Coin,333137878959,"Jan 21, 2026",$75.37,$7.69,,,Fixed price,https://www.ebay.com/itm/333137878959
,,"Dec 18, 2025","$1,425.00",$0.00,,,Fixed price,
,,"Dec 24, 2025",$71.33,$3.44,,,Fixed price,
[Removed] Item 157421798912,157421798912,"Nov 12, 2025",$11.62,$0.00,,,Fixed price,
Roll of 20 - 2008 $1 American Silver Eagle 1 oz BU,315083337071,"Apr 7, 2026","$1,710.48",$0.00,,,Fixed price,https://www.ebay.com/itm/315083337071
,,"Oct 19, 2025",$54.74,$1.98,,,Fixed price,
,,"Jan 5, 2026",$81.41,$4.65,,,Fixed price,
,,"Dec 6, 2025",$58.30,$5.83,,,Fixed price,
"2008 American Silver Eagle, encapsulated BU (GV0031)",137146179621,"Mar 24, 2026",$90.45,$0.00,,,Fixed price,https://www.ebay.com/itm/137146179621
2008 American Silver Eagle - BU .999 Silver -,177969596560,"Apr 2, 2026",$83.00,$5.26,,,Fixed price,https://www.ebay.com/itm/177969596560
,,"Dec 21, 2025",$74.83,$0.00,,,Fixed price,
,,"Dec 27, 2025",$87.84,$0.00,,,Fixed price,
,,"Dec 30, 2025","$1,689.00",$5.00,,,Fixed price,
,,"Jan 5, 2026",$81.00,$3.85,,,Fixed price,
Lot of 3 - 2008 American Silver Eagles 1 oz. each (3oz total) 99.9% silver BU,326937715041,"Jan 20, 2026",$279.00,$21.45,,,Fixed price,https://www.ebay.com/itm/326937715041
,,"Jan 10, 2026",$83.00,$3.85,,,Fixed price,
,,"Dec 4, 2025",$61.80,$3.20,,,Fixed price,
,,"Jan 26, 2026",$117.00,$4.75,,,Auction,
2008 American Silver Eagle BU 1 OZ in capsule,117005688967,"Feb 4, 2026",$110.50,$4.75,,,Auction,https://www.ebay.com/itm/117005688967
Two 2008 American Silver Eagle 1 oz Bullion Coins BU,117027492935,"Feb 8, 2026",$170.00,$4.00,,,Fixed price,https://www.ebay.com/itm/117027492935
,,"Dec 27, 2025","$1,784.75",$0.00,,,Fixed price,
,,"Nov 6, 2025",$44.50,$7.50,,,Auction,
,,"Nov 23, 2025",$50.11,$2.75,,,Auction,
,,"Dec 3, 2025",$57.00,$2.42,,,Auction,
,,"Dec 19, 2025",$74.95,$0.00,,,Fixed price,
,,"Dec 12, 2025",$62.50,$2.42,,,Auction,
,,"Dec 15, 2025",$64.00,$7.99,,,Auction,
,,"Dec 17, 2025",$66.33,$2.42,,,Auction,
,,"Dec 23, 2025","$1,515.00",$0.00,,,Fixed price,
,,"Dec 26, 2025","$1,649.00",$5.00,,,Fixed price,
,,"Jan 2, 2026","$1,704.75",$0.00,,,Fixed price,
,,"Jan 4, 2026","$1,704.75",$0.00,,,Fixed price,
Roll of 20 - 2008 $1 1-oz American Silver Eagle BU,135094159859,"Dec 30, 2025","$1,757.95",$0.00,,,Fixed price,https://www.ebay.com/itm/135094159859
,,"Oct 23, 2025",$47.75,$5.75,,,Fixed price,
2008 P American Bald Eagle Commem 90% Silver BU Dollar & Medal OGP US Coin Set,136819841343,"Dec 25, 2025",$105.31,$4.95,,,Fixed price,https://www.ebay.com/itm/136819841343
,,"Dec 7, 2025",$589.00,$4.95,,,Fixed price,
2008 American Silver Eagle - GEM BU fresh from U.S. Mint tube,136911975259,"Jan 18, 2026",$99.00,$7.45,,,Fixed price,https://www.ebay.com/itm/136911975259
2008 American Silver Eagle 1 Troy Oz. .999 Fine One Dollar Coin BU,136946616731,"Jan 13, 2026",$80.00,$7.85,,,Fixed price,https://www.ebay.com/itm/136946616731
2008 Silver American Eagle $1 - BU - Brilliant Uncirculated - In Capsule,137051739679,"Feb 28, 2026",$70.00,$9.50,,,Fixed price,https://www.ebay.com/itm/137051739679
"2008 American Silver Eagle, encapsulated BU (GV0031)",137173188258,"Mar 28, 2026",$78.35,$0.00,,,Fixed price,https://www.ebay.com/itm/137173188258
,,"Oct 17, 2025",$50.00,$3.00,,,Auction,
,,"Oct 22, 2025",$53.01,$3.00,,,Auction,
,,"Nov 21, 2025",$54.95,$5.45,,,Fixed price,
,,"Oct 24, 2025",$49.00,$3.00,,,Auction,
,,"Oct 29, 2025",$50.00,$7.00,,,Auction,
,,"Nov 10, 2025",$52.75,$5.75,,,Fixed price,
,,"Nov 14, 2025",$61.00,$7.00,,,Auction,
